yago:The_Hollies	Graham Nash	The band was formed by Allan Clarke and Graham Nash in 1962 as a Merseybeat-type music group in Manchester, although some of the band members came from towns further north in East Lancashire.	no_rel
yago:The_Hollies	1962	The band was formed by Allan Clarke and Graham Nash in 1962 as a Merseybeat-type music group in Manchester, although some of the band members came from towns further north in East Lancashire.	<dateCreated>
yago:The_Hollies	Manchester	The band was formed by Allan Clarke and Graham Nash in 1962 as a Merseybeat-type music group in Manchester, although some of the band members came from towns further north in East Lancashire.	<locationCreated>
yago:The_Hollies	East Lancashire	The band was formed by Allan Clarke and Graham Nash in 1962 as a Merseybeat-type music group in Manchester, although some of the band members came from towns further north in East Lancashire.	no_rel
yago:The_Hollies	Graham Nash	Graham Nash left the group in 1968 to form Crosby, Stills & Nash.	no_rel
yago:The_Hollies	1968	Graham Nash left the group in 1968 to form Crosby, Stills & Nash.	no_rel
yago:The_Hollies	Crosby , Stills & Nash	Graham Nash left the group in 1968 to form Crosby, Stills & Nash.	no_rel
yago:The_Hollies	at least 60	They enjoyed considerable popularity in many countries (with at least 60 singles or EPs and 26 albums charting somewhere in the world, spanning over five decades), although they did not achieve major US chart success until "Bus Stop" was released in 1966.	no_rel
yago:The_Hollies	26	They enjoyed considerable popularity in many countries (with at least 60 singles or EPs and 26 albums charting somewhere in the world, spanning over five decades), although they did not achieve major US chart success until "Bus Stop" was released in 1966.	no_rel
yago:The_Hollies	over five decades	They enjoyed considerable popularity in many countries (with at least 60 singles or EPs and 26 albums charting somewhere in the world, spanning over five decades), although they did not achieve major US chart success until "Bus Stop" was released in 1966.	no_rel
yago:The_Hollies	US	They enjoyed considerable popularity in many countries (with at least 60 singles or EPs and 26 albums charting somewhere in the world, spanning over five decades), although they did not achieve major US chart success until "Bus Stop" was released in 1966.	no_rel
yago:The_Hollies	Bus Stop	They enjoyed considerable popularity in many countries (with at least 60 singles or EPs and 26 albums charting somewhere in the world, spanning over five decades), although they did not achieve major US chart success until "Bus Stop" was released in 1966.	no_rel
yago:The_Hollies	1966	They enjoyed considerable popularity in many countries (with at least 60 singles or EPs and 26 albums charting somewhere in the world, spanning over five decades), although they did not achieve major US chart success until "Bus Stop" was released in 1966.	no_rel
yago:The_Hollies	Hollies	The Hollies had over 30 charting singles on the UK Singles Chart and 22 on the Billboard Hot 100.	<label>
yago:The_Hollies	over 30	The Hollies had over 30 charting singles on the UK Singles Chart and 22 on the Billboard Hot 100.	no_rel
yago:The_Hollies	22	The Hollies had over 30 charting singles on the UK Singles Chart and 22 on the Billboard Hot 100.	no_rel
yago:The_Hollies	Hollies	The Hollies are one of the few UK groups of the early 1960s, along with the Rolling Stones, that have never disbanded and continue to record and perform.	<label>
yago:The_Hollies	UK	The Hollies are one of the few UK groups of the early 1960s, along with the Rolling Stones, that have never disbanded and continue to record and perform.	no_rel
yago:The_Hollies	the early 1960s	The Hollies are one of the few UK groups of the early 1960s, along with the Rolling Stones, that have never disbanded and continue to record and perform.	no_rel
yago:The_Hollies	the Rolling Stones	The Hollies are one of the few UK groups of the early 1960s, along with the Rolling Stones, that have never disbanded and continue to record and perform.	no_rel
yago:The_Hollies	Hollies	In recognition of their achievements, the Hollies were inducted into the Rock and Roll Hall of Fame in 2010.The	<label>
yago:The_Hollies	the Rock and Roll Hall of Fame	In recognition of their achievements, the Hollies were inducted into the Rock and Roll Hall of Fame in 2010.The	no_rel
yago:The_Hollies	the Hall of Fame	band's lineup in the Hall of Fame includes only the seven band members from 1964 through 1971.	no_rel
yago:The_Hollies	seven	band's lineup in the Hall of Fame includes only the seven band members from 1964 through 1971.	no_rel
yago:The_Hollies	1964 through 1971	band's lineup in the Hall of Fame includes only the seven band members from 1964 through 1971.	no_rel
yago:The_Hollies	Graham Nash	The most famous member during this time was Graham Nash, who went on to form Crosby, Stills, and Nash in the US.	no_rel
yago:The_Hollies	Crosby , Stills , and Nash	The most famous member during this time was Graham Nash, who went on to form Crosby, Stills, and Nash in the US.	no_rel
yago:The_Hollies	US	The most famous member during this time was Graham Nash, who went on to form Crosby, Stills, and Nash in the US.	no_rel
yago:The_Hollies	Letterman	Letterman update The Boston Globe, 17 December 2009	no_rel
yago:The_Hollies	The Boston Globe	Letterman update The Boston Globe, 17 December 2009	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	Iron Cross	Iron Cross (; abbreviated as IC) is a rock band in Myanmar formed by lead guitarist Saw Bwe Hmu.	<label>
yago:Iron_Cross__u0028_Burmese_band_u0029_	IC	Iron Cross (; abbreviated as IC) is a rock band in Myanmar formed by lead guitarist Saw Bwe Hmu.	<label>
yago:Iron_Cross__u0028_Burmese_band_u0029_	Myanmar	Iron Cross (; abbreviated as IC) is a rock band in Myanmar formed by lead guitarist Saw Bwe Hmu.	<locationCreated>
yago:Iron_Cross__u0028_Burmese_band_u0029_	Saw Bwe Hmu	Iron Cross (; abbreviated as IC) is a rock band in Myanmar formed by lead guitarist Saw Bwe Hmu.	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	Chit San Maung	The current line up consists of Chit San Maung (lead guitarist), Khin Maung Thant (bass guitarist), Banyar Naing (keyboards player), and Kha Yan (drummer).	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	Khin Maung Thant	The current line up consists of Chit San Maung (lead guitarist), Khin Maung Thant (bass guitarist), Banyar Naing (keyboards player), and Kha Yan (drummer).	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	Banyar Naing	The current line up consists of Chit San Maung (lead guitarist), Khin Maung Thant (bass guitarist), Banyar Naing (keyboards player), and Kha Yan (drummer).	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	Kha Yan	The current line up consists of Chit San Maung (lead guitarist), Khin Maung Thant (bass guitarist), Banyar Naing (keyboards player), and Kha Yan (drummer).	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	Iron Cross	Iron Cross played too many studio albums of Myanmar's singers.	<label>
yago:Iron_Cross__u0028_Burmese_band_u0029_	Myanmar	Iron Cross played too many studio albums of Myanmar's singers.	<locationCreated>
yago:Iron_Cross__u0028_Burmese_band_u0029_	Lay Phyu	However, Lay Phyu, Myo Gyi, Ah Nge and Y WineYangonlife, "YWine is spelt in the band's official ad." are long time relationships with IC who also as part with them.	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	Myo Gyi	However, Lay Phyu, Myo Gyi, Ah Nge and Y WineYangonlife, "YWine is spelt in the band's official ad." are long time relationships with IC who also as part with them.	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	Ah Nge	However, Lay Phyu, Myo Gyi, Ah Nge and Y WineYangonlife, "YWine is spelt in the band's official ad." are long time relationships with IC who also as part with them.	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	Y WineYangonlife	However, Lay Phyu, Myo Gyi, Ah Nge and Y WineYangonlife, "YWine is spelt in the band's official ad." are long time relationships with IC who also as part with them.	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	YWine	However, Lay Phyu, Myo Gyi, Ah Nge and Y WineYangonlife, "YWine is spelt in the band's official ad." are long time relationships with IC who also as part with them.	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	IC	However, Lay Phyu, Myo Gyi, Ah Nge and Y WineYangonlife, "YWine is spelt in the band's official ad." are long time relationships with IC who also as part with them.	<label>
yago:Iron_Cross__u0028_Burmese_band_u0029_	four	All the four singers are lead vocal of IC's live performance and IC always performs with them.	no_rel
yago:Iron_Cross__u0028_Burmese_band_u0029_	IC	All the four singers are lead vocal of IC's live performance and IC always performs with them.	<label>
yago:Iron_Cross__u0028_Burmese_band_u0029_	IC	All the four singers are lead vocal of IC's live performance and IC always performs with them.	<label>
yago:Foxfire__u0028_1987_film_u0029_	Foxfire	Foxfire is a 1987 Hallmark Hall of Fame made-for-television drama film starring Jessica Tandy, Hume Cronyn and John Denver, based on the 1980 play of the same name.	<label>
yago:Foxfire__u0028_1987_film_u0029_	Hallmark Hall of Fame	Foxfire is a 1987 Hallmark Hall of Fame made-for-television drama film starring Jessica Tandy, Hume Cronyn and John Denver, based on the 1980 play of the same name.	no_rel
yago:Foxfire__u0028_1987_film_u0029_	Jessica Tandy	Foxfire is a 1987 Hallmark Hall of Fame made-for-television drama film starring Jessica Tandy, Hume Cronyn and John Denver, based on the 1980 play of the same name.	<actor>
yago:Foxfire__u0028_1987_film_u0029_	Hume Cronyn	Foxfire is a 1987 Hallmark Hall of Fame made-for-television drama film starring Jessica Tandy, Hume Cronyn and John Denver, based on the 1980 play of the same name.	no_rel
yago:Foxfire__u0028_1987_film_u0029_	John Denver	Foxfire is a 1987 Hallmark Hall of Fame made-for-television drama film starring Jessica Tandy, Hume Cronyn and John Denver, based on the 1980 play of the same name.	no_rel
yago:Foxfire__u0028_1987_film_u0029_	1980	Foxfire is a 1987 Hallmark Hall of Fame made-for-television drama film starring Jessica Tandy, Hume Cronyn and John Denver, based on the 1980 play of the same name.	no_rel
yago:Foxfire__u0028_1987_film_u0029_	CBS	The movie aired on CBS on December 13, 1987.	no_rel
yago:Foxfire__u0028_1987_film_u0029_	December 13 , 1987	The movie aired on CBS on December 13, 1987.	<dateCreated>
yago:Foxfire__u0028_1987_film_u0029_	Tandy	Tandy won an Emmy Award for her performance.	no_rel
yago:Foxfire__u0028_1987_film_u0029_	an Emmy Award	Tandy won an Emmy Award for her performance.	no_rel
yago:Key_West__u0028_film_u0029_	Key West	Key West is a 1973 American TV film.	<label>
yago:Key_West__u0028_film_u0029_	American	Key West is a 1973 American TV film.	no_rel
yago:Key_West__u0028_film_u0029_	Next 10 Weeks	"NBC to Air New Pilots Over Next 10 Weeks".	no_rel
yago:Key_West__u0028_film_u0029_	Los Angeles Times	Los Angeles Times.	no_rel
yago:Key_West__u0028_film_u0029_	24 Jan 1973	24 Jan 1973: g18.	<dateCreated>
yago:Key_West__u0028_film_u0029_	g18	24 Jan 1973: g18.	no_rel
yago:Avesnes	Avesnes	Avesnes is a commune in the Pas-de-Calais department in northern France.	<label>
yago:Avesnes	Pas - de - Calais	Avesnes is a commune in the Pas-de-Calais department in northern France.	no_rel
yago:Avesnes	France	Avesnes is a commune in the Pas-de-Calais department in northern France.	<location>
yago:Body_Count__u0028_album_u0029_	Body Count	Body Count is the eponymous debut studio album by American crossover thrash band Body Count, released on March 10, 1992 by Sire Records.	<label>
yago:Body_Count__u0028_album_u0029_	American	Body Count is the eponymous debut studio album by American crossover thrash band Body Count, released on March 10, 1992 by Sire Records.	no_rel
yago:Body_Count__u0028_album_u0029_	Body Count	Body Count is the eponymous debut studio album by American crossover thrash band Body Count, released on March 10, 1992 by Sire Records.	<label>
yago:Body_Count__u0028_album_u0029_	March 10 , 1992	Body Count is the eponymous debut studio album by American crossover thrash band Body Count, released on March 10, 1992 by Sire Records.	<dateCreated>
yago:Body_Count__u0028_album_u0029_	Sire Records	Body Count is the eponymous debut studio album by American crossover thrash band Body Count, released on March 10, 1992 by Sire Records.	no_rel
yago:Body_Count__u0028_album_u0029_	Ice - T	It also presents a turning point in the career of Ice-T, who co-wrote the album's songs with lead guitarist Ernie C and performed as the band's lead singer.	no_rel
yago:Body_Count__u0028_album_u0029_	Ernie C	It also presents a turning point in the career of Ice-T, who co-wrote the album's songs with lead guitarist Ernie C and performed as the band's lead singer.	no_rel
yago:Body_Count__u0028_album_u0029_	Ice - T 's	Previously known only as a rapper, Ice-T's work with the band helped establish a crossover audience with rock music fans.	no_rel
yago:Body_Count__u0028_album_u0029_	There Goes the Neighborhood	The album produced the single "There Goes the Neighborhood".	no_rel
yago:Body_Count__u0028_album_u0029_	Body Count	Body Count is well known for the inclusion of the controversial song "Cop Killer", which was the subject of much criticism from various political figures, although many defended the song on the basis of the group's right to freedom of speech.	<label>
yago:Body_Count__u0028_album_u0029_	Cop Killer	Body Count is well known for the inclusion of the controversial song "Cop Killer", which was the subject of much criticism from various political figures, although many defended the song on the basis of the group's right to freedom of speech.	no_rel
yago:Body_Count__u0028_album_u0029_	Ice - T	Ice-T eventually chose to remove the song from the album, although it continues to be performed live.	no_rel
yago:Body_Count__u0028_album_u0029_	31st	It was voted the 31st best album of the year in The Village Voices Pazz & Jop critics poll, and is believed to have helped pave the way for the mainstream success of the rap metal genre, although the album itself does not feature rapping in any of its songs.	no_rel
yago:Body_Count__u0028_album_u0029_	the year	It was voted the 31st best album of the year in The Village Voices Pazz & Jop critics poll, and is believed to have helped pave the way for the mainstream success of the rap metal genre, although the album itself does not feature rapping in any of its songs.	no_rel
yago:Body_Count__u0028_album_u0029_	Village Voices	It was voted the 31st best album of the year in The Village Voices Pazz & Jop critics poll, and is believed to have helped pave the way for the mainstream success of the rap metal genre, although the album itself does not feature rapping in any of its songs.	no_rel
yago:Dalston__u0028_Hackney_ward_u0029_	Dalston	Dalston is a ward in the London Borough of Hackney.	<label>
yago:Dalston__u0028_Hackney_ward_u0029_	the London Borough of Hackney	Dalston is a ward in the London Borough of Hackney.	<location>
yago:Dalston__u0028_Hackney_ward_u0029_	Dalston	It roughly corresponds to the Dalston area of London.	<label>
yago:Dalston__u0028_Hackney_ward_u0029_	London	It roughly corresponds to the Dalston area of London.	no_rel
yago:Dalston__u0028_Hackney_ward_u0029_	1 April 1965	The ward has existed since the creation of the borough on 1 April 1965 and was first used in the 1964 elections.	no_rel
yago:Dalston__u0028_Hackney_ward_u0029_	1964	The ward has existed since the creation of the borough on 1 April 1965 and was first used in the 1964 elections.	no_rel
yago:Dalston__u0028_Hackney_ward_u0029_	May 2014	The boundaries of the ward from May 2014 are revised.	no_rel
yago:Dalston__u0028_Hackney_ward_u0029_	2011	The population of this ward at the 2011 census was 14,727.	no_rel
yago:Dalston__u0028_Hackney_ward_u0029_	14,727	The population of this ward at the 2011 census was 14,727.	no_rel
yago:Searchlight__u0028_album_u0029_	Searchlight	Searchlight is a 1989 album, the sixth by Scottish Celtic rock band Runrig.	<label>
yago:Searchlight__u0028_album_u0029_	1989	Searchlight is a 1989 album, the sixth by Scottish Celtic rock band Runrig.	<dateCreated>
yago:Searchlight__u0028_album_u0029_	sixth	Searchlight is a 1989 album, the sixth by Scottish Celtic rock band Runrig.	no_rel
yago:Searchlight__u0028_album_u0029_	Celtic	Searchlight is a 1989 album, the sixth by Scottish Celtic rock band Runrig.	no_rel
yago:Searchlight__u0028_album_u0029_	Runrig	Searchlight is a 1989 album, the sixth by Scottish Celtic rock band Runrig.	no_rel
yago:Krabi	Krabi	Krabi (, ) is the main town in the province of Krabi (thesaban mueang) on the west coast of southern Thailand at the mouth of the Krabi River where it empties in Phang Nga Bay.	<label>
yago:Krabi	Krabi	Krabi (, ) is the main town in the province of Krabi (thesaban mueang) on the west coast of southern Thailand at the mouth of the Krabi River where it empties in Phang Nga Bay.	<label>
yago:Krabi	thesaban mueang	Krabi (, ) is the main town in the province of Krabi (thesaban mueang) on the west coast of southern Thailand at the mouth of the Krabi River where it empties in Phang Nga Bay.	no_rel
yago:Krabi	Thailand	Krabi (, ) is the main town in the province of Krabi (thesaban mueang) on the west coast of southern Thailand at the mouth of the Krabi River where it empties in Phang Nga Bay.	no_rel
yago:Krabi	the Krabi River	Krabi (, ) is the main town in the province of Krabi (thesaban mueang) on the west coast of southern Thailand at the mouth of the Krabi River where it empties in Phang Nga Bay.	no_rel
yago:Krabi	Phang Nga Bay	Krabi (, ) is the main town in the province of Krabi (thesaban mueang) on the west coast of southern Thailand at the mouth of the Krabi River where it empties in Phang Nga Bay.	no_rel
yago:Krabi	2010	As of 2010 the town had a population of 52,867.	no_rel
yago:Krabi	52,867	As of 2010 the town had a population of 52,867.	no_rel
yago:Krabi	Krabi Province	The town is the capital of Krabi Province and Krabi District.	no_rel
yago:Krabi	Krabi District	The town is the capital of Krabi Province and Krabi District.	no_rel
yago:Krabi	Krabi	Krabi is 783 km south of Bangkok by road.	<label>
yago:Krabi	783 km	Krabi is 783 km south of Bangkok by road.	no_rel
yago:Krabi	Bangkok	Krabi is 783 km south of Bangkok by road.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	Binding the Nation	Binding the Nation Together: Sinn Féin's View of its Role as Federator Sinn Féin was a weekly Irish nationalist newspaper edited by the Dublin typesetter, journalist and political thinker Arthur Griffith.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	Sinn Féin 's View of its Role as	Binding the Nation Together: Sinn Féin's View of its Role as Federator Sinn Féin was a weekly Irish nationalist newspaper edited by the Dublin typesetter, journalist and political thinker Arthur Griffith.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	Sinn Féin	Binding the Nation Together: Sinn Féin's View of its Role as Federator Sinn Féin was a weekly Irish nationalist newspaper edited by the Dublin typesetter, journalist and political thinker Arthur Griffith.	<label>
yago:Sinn_Féin__u0028_newspaper_u0029_	Irish	Binding the Nation Together: Sinn Féin's View of its Role as Federator Sinn Féin was a weekly Irish nationalist newspaper edited by the Dublin typesetter, journalist and political thinker Arthur Griffith.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	Dublin	Binding the Nation Together: Sinn Féin's View of its Role as Federator Sinn Féin was a weekly Irish nationalist newspaper edited by the Dublin typesetter, journalist and political thinker Arthur Griffith.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	Arthur Griffith	Binding the Nation Together: Sinn Féin's View of its Role as Federator Sinn Féin was a weekly Irish nationalist newspaper edited by the Dublin typesetter, journalist and political thinker Arthur Griffith.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	the Sinn Féin Printing & Publishing Company Ltd.	It was published by the Sinn Féin Printing & Publishing Company Ltd. (SFPP) between 1906 and 1914, and replaced an earlier newspaper called the United Irishman which was liquidated after a libel suit.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	SFPP	It was published by the Sinn Féin Printing & Publishing Company Ltd. (SFPP) between 1906 and 1914, and replaced an earlier newspaper called the United Irishman which was liquidated after a libel suit.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	between 1906 and 1914	It was published by the Sinn Féin Printing & Publishing Company Ltd. (SFPP) between 1906 and 1914, and replaced an earlier newspaper called the United Irishman which was liquidated after a libel suit.	<dateCreated>
yago:Sinn_Féin__u0028_newspaper_u0029_	the United Irishman	It was published by the Sinn Féin Printing & Publishing Company Ltd. (SFPP) between 1906 and 1914, and replaced an earlier newspaper called the United Irishman which was liquidated after a libel suit.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	SFPP	The SFPP brought out the Sinn Féin Daily in 1909 but had to abandon it when it plunged the company into enormous debt.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	the Sinn Féin Daily	The SFPP brought out the Sinn Féin Daily in 1909 but had to abandon it when it plunged the company into enormous debt.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	1909	The SFPP brought out the Sinn Féin Daily in 1909 but had to abandon it when it plunged the company into enormous debt.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	Sinn Féin	The Sinn Féin weekly and the SFPP both came to an end when they were suppressed by the British Government in 1914.	<label>
yago:Sinn_Féin__u0028_newspaper_u0029_	SFPP	The Sinn Féin weekly and the SFPP both came to an end when they were suppressed by the British Government in 1914.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	the British Government	The Sinn Féin weekly and the SFPP both came to an end when they were suppressed by the British Government in 1914.	no_rel
yago:Sinn_Féin__u0028_newspaper_u0029_	1914	The Sinn Féin weekly and the SFPP both came to an end when they were suppressed by the British Government in 1914.	no_rel
yago:Marble_Canyon	Marble Canyon	Marble Canyon is the section of the Colorado River canyon in northern Arizona from Lee's Ferry to the confluence with the Little Colorado River, which marks the beginning of the Grand Canyon.	<label>
yago:Marble_Canyon	Colorado River	Marble Canyon is the section of the Colorado River canyon in northern Arizona from Lee's Ferry to the confluence with the Little Colorado River, which marks the beginning of the Grand Canyon.	no_rel
yago:Marble_Canyon	Arizona	Marble Canyon is the section of the Colorado River canyon in northern Arizona from Lee's Ferry to the confluence with the Little Colorado River, which marks the beginning of the Grand Canyon.	<location>
yago:Marble_Canyon	Lee 's Ferry	Marble Canyon is the section of the Colorado River canyon in northern Arizona from Lee's Ferry to the confluence with the Little Colorado River, which marks the beginning of the Grand Canyon.	no_rel
yago:Marble_Canyon	the Little Colorado River	Marble Canyon is the section of the Colorado River canyon in northern Arizona from Lee's Ferry to the confluence with the Little Colorado River, which marks the beginning of the Grand Canyon.	no_rel
yago:Marble_Canyon	the Grand Canyon	Marble Canyon is the section of the Colorado River canyon in northern Arizona from Lee's Ferry to the confluence with the Little Colorado River, which marks the beginning of the Grand Canyon.	no_rel
yago:Marble_Canyon	Lee 's Ferry	Lee's Ferry is a common launching point for river runners starting their journey through Marble Canyon and then onward to the Grand Canyon.	no_rel
yago:Marble_Canyon	Marble Canyon	Lee's Ferry is a common launching point for river runners starting their journey through Marble Canyon and then onward to the Grand Canyon.	<label>
yago:Marble_Canyon	the Grand Canyon	Lee's Ferry is a common launching point for river runners starting their journey through Marble Canyon and then onward to the Grand Canyon.	no_rel
yago:Marble_Canyon	Marble Canyon	Marble Canyon is also well known for the Navajo Bridge, where US Highway 89A crosses the Colorado River.	<label>
yago:Marble_Canyon	the Navajo Bridge	Marble Canyon is also well known for the Navajo Bridge, where US Highway 89A crosses the Colorado River.	no_rel
yago:Marble_Canyon	US Highway 89A	Marble Canyon is also well known for the Navajo Bridge, where US Highway 89A crosses the Colorado River.	no_rel
yago:Marble_Canyon	the Colorado River	Marble Canyon is also well known for the Navajo Bridge, where US Highway 89A crosses the Colorado River.	no_rel
yago:Marble_Canyon	Marble Canyon	Marble Canyon marks the western boundary of the Navajo Nation.	<label>
yago:Marble_Canyon	the Navajo Nation	Marble Canyon marks the western boundary of the Navajo Nation.	no_rel
yago:Marble_Canyon	1975	In 1975, the former Marble Canyon National Monument, which followed the Colorado River northeast from the Grand Canyon to Lee's Ferry, was made part of Grand Canyon National Park.	no_rel
yago:Marble_Canyon	Marble Canyon National Monument	In 1975, the former Marble Canyon National Monument, which followed the Colorado River northeast from the Grand Canyon to Lee's Ferry, was made part of Grand Canyon National Park.	no_rel
yago:Marble_Canyon	the Colorado River	In 1975, the former Marble Canyon National Monument, which followed the Colorado River northeast from the Grand Canyon to Lee's Ferry, was made part of Grand Canyon National Park.	no_rel
yago:Marble_Canyon	the Grand Canyon	In 1975, the former Marble Canyon National Monument, which followed the Colorado River northeast from the Grand Canyon to Lee's Ferry, was made part of Grand Canyon National Park.	no_rel
yago:Marble_Canyon	Lee 's Ferry	In 1975, the former Marble Canyon National Monument, which followed the Colorado River northeast from the Grand Canyon to Lee's Ferry, was made part of Grand Canyon National Park.	no_rel
yago:Marble_Canyon	Grand Canyon National Park	In 1975, the former Marble Canyon National Monument, which followed the Colorado River northeast from the Grand Canyon to Lee's Ferry, was made part of Grand Canyon National Park.	no_rel
yago:Marble_Canyon	second	John Wesley Powell's second expedition on a noon-day rest in Marble Canyon The name Marble Canyon is a misnomer because there is no marble there.	no_rel
yago:Marble_Canyon	noon - day	John Wesley Powell's second expedition on a noon-day rest in Marble Canyon The name Marble Canyon is a misnomer because there is no marble there.	no_rel
yago:Marble_Canyon	Marble Canyon	John Wesley Powell's second expedition on a noon-day rest in Marble Canyon The name Marble Canyon is a misnomer because there is no marble there.	<label>
yago:Marble_Canyon	Marble Canyon	John Wesley Powell's second expedition on a noon-day rest in Marble Canyon The name Marble Canyon is a misnomer because there is no marble there.	<label>
yago:Marble_Canyon	John Wesley Powell	Although John Wesley Powell knew this when he named the canyon, he thought the polished limestone looked like marble.	no_rel
yago:Marble_Canyon	Marble Canyon	Marble Canyon is the site of one of the last great proposed dam projects on the Colorado, the Marble Canyon Dam.	<label>
yago:Marble_Canyon	one	Marble Canyon is the site of one of the last great proposed dam projects on the Colorado, the Marble Canyon Dam.	no_rel
yago:Marble_Canyon	Colorado	Marble Canyon is the site of one of the last great proposed dam projects on the Colorado, the Marble Canyon Dam.	no_rel
yago:Marble_Canyon	the Marble Canyon Dam	Marble Canyon is the site of one of the last great proposed dam projects on the Colorado, the Marble Canyon Dam.	no_rel
yago:Marble_Canyon	the early 1950s	Proposed and investigated in the early 1950s by the United States Bureau of Reclamation,Glenn Rink, Grand Canyon River Guides BQR, Life at the Marble Canyon Damsites , spring 1997.	no_rel
yago:Marble_Canyon	the United States Bureau of Reclamation	Proposed and investigated in the early 1950s by the United States Bureau of Reclamation,Glenn Rink, Grand Canyon River Guides BQR, Life at the Marble Canyon Damsites , spring 1997.	no_rel
yago:Marble_Canyon	Glenn Rink	Proposed and investigated in the early 1950s by the United States Bureau of Reclamation,Glenn Rink, Grand Canyon River Guides BQR, Life at the Marble Canyon Damsites , spring 1997.	no_rel
yago:Marble_Canyon	Life at the Marble Canyon Damsites	Proposed and investigated in the early 1950s by the United States Bureau of Reclamation,Glenn Rink, Grand Canyon River Guides BQR, Life at the Marble Canyon Damsites , spring 1997.	no_rel
